"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
1198 2 2 7 2 57 2 1 1 1 1 60
1198 3 1 8 2 29 3 1 1 1 1 60
1199 2 2 1 1 53 2 1 1 1 1 58
1200 2 2 6 1 54 2 1 1 6 1 60
1200 3 1 6 1 26 3 1 1 6 1 60
1200 4 1 6 1 24 3 1 1 6 1 60
1201 2 1 1 1 60 12 1 2 1 1 61
1201 3 2 1 1 27 12 1 2 1 1 61
1202 2 2 1 1 35 2 1 1 1 1 38
1202 3 2 1 1 13 3 1 1 1 1 38
1202 4 2 1 1 11 3 1 1 1 1 38
1202 5 1 1 1 3 12 1 1 1 1 38
1203 2 2 1 2 32 2 1 1 1 2 33
1203 3 2 1 2 8 3 1 1 1 2 33
1203 4 2 1 2 8 3 1 1 1 2 33
1204 2 2 1 1 38 2 1 1 1 1 38
1204 3 1 1 1 13 3 1 1 1 1 38
1204 4 2 1 1 9 3 1 1 1 1 38
1205 2 2 1 1 53 12 1 1 1 1 46
1206 2 2 1 1 28 2 1 1 1 1 37
1207 2 2 1 1 70 2 1 1 1 1 74
1208 2 1 1 1 28 3 2 2 1 1 59
1208 3 2 1 1 20 3 2 2 1 1 59
1208 4 2 1 1 10 9 2 2 1 1 59
1208 5 2 1 1 10 9 2 2 1 1 59
1209 2 1 2 1 2 3 2 2 2 1 24
1210 2 1 1 1 48 3 1 2 1 1 72
1210 3 1 1 1 25 9 1 2 1 1 72
1211 2 1 1 1 67 2 1 2 1 1 69
1212 2 2 1 1 53 2 1 1 1 1 58
1213 2 1 1 1 20 11 2 2 1 1 20
1214 2 2 1 1 77 2 1 1 1 1 78
1215 2 2 1 1 25 11 2 2 1 1 31
1216 2 2 1 1 44 2 1 1 1 1 47
1216 3 1 1 1 20 3 1 1 1 1 47
1216 4 1 1 1 18 3 1 1 1 1 47
1216 5 2 1 1 9 3 1 1 1 1 47
1217 2 2 1 1 45 2 1 1 1 1 46
1217 3 1 1 1 8 3 1 1 1 1 46
1217 4 2 1 1 7 3 1 1 1 1 46
1217 5 2 1 1 77 5 1 1 1 1 46
1218 2 2 1 1 56 2 1 1 1 1 56
1219 2 1 2 1 51 2 2 2 2 1 41
1219 3 1 2 1 19 3 2 2 2 1 41
1219 4 1 2 1 9 3 2 2 2 1 41
1220 2 1 1 1 66 2 1 2 1 1 60
1220 3 1 1 1 28 3 1 2 1 1 60
1221 2 1 2 1 16 9 2 2 2 1 47
1221 3 1 2 1 6 9 2 2 2 1 47
1222 2 2 1 1 80 2 1 1 1 1 78
1223 2 1 2 1 22 2 1 2 2 1 58
1224 2 2 4 1 58 2 1 1 4 1 64
1225 2 2 2 1 20 3 1 2 2 1 54
1225 3 1 2 1 18 3 1 2 2 1 54
1226 2 2 1 1 52 2 1 1 1 1 50
1226 3 2 1 1 20 3 1 1 1 1 50
1227 2 2 2 1 26 11 2 1 2 1 27
1228 2 2 2 1 43 2 1 1 2 1 42
1228 3 1 2 1 19 3 1 1 2 1 42
1228 4 1 2 1 15 3 1 1 2 1 42
1228 5 1 2 1 7 3 1 1 2 1 42
1229 2 2 1 1 60 2 1 1 1 1 62
1229 3 2 1 1 31 3 1 1 1 1 62
1230 2 2 1 1 43 2 1 1 1 1 51
1230 3 1 1 1 25 3 1 1 1 1 51
1230 4 1 1 1 23 3 1 1 1 1 51
1230 5 2 1 1 3 3 1 1 1 1 51
1231 2 1 1 1 35 2 1 2 1 1 35
1232 2 1 1 2 33 2 2 2 1 2 33
1232 3 1 1 2 29 7 2 2 1 2 33
1233 2 1 1 1 7 3 2 2 6 1 37
1234 2 2 4 1 86 2 1 1 4 1 93
1235 2 2 1 1 64 2 1 1 1 1 65
1236 2 1 1 1 33 2 1 2 1 1 33
1236 3 1 1 1 3 3 1 2 1 1 33
1236 4 2 1 1 1 3 1 2 1 1 33
1237 2 2 1 1 54 2 2 1 1 1 56
1237 3 1 1 1 34 3 2 1 1 1 56
1238 2 1 1 1 42 2 1 2 3 1 40
1238 3 2 3 1 9 3 1 2 3 1 40
1238 4 1 3 1 8 3 1 2 3 1 40
1239 2 2 1 1 56 3 1 2 1 1 82
1240 2 2 8 1 84 2 1 1 1 1 85
1241 2 2 1 1 58 2 1 1 1 1 58
1241 3 1 1 1 14 9 1 1 1 1 58
1242 2 2 1 1 87 5 1 2 1 1 68
1243 2 2 1 1 13 3 2 2 1 1 31
1243 3 1 1 1 3 3 2 2 1 1 31
1244 2 2 1 3 49 2 1 1 1 3 47
1244 3 1 1 3 16 3 1 1 1 3 47
1245 2 2 1 1 31 2 1 1 1 1 37
1245 3 1 1 1 4 3 1 1 1 1 37
1246 2 1 1 1 30 2 1 2 1 1 30
1247 2 2 1 1 55 2 1 1 1 1 60
1247 3 1 1 1 30 3 1 1 1 1 60
1247 4 2 1 1 32 12 1 1 1 1 60
1248 2 1 1 1 35 2 1 2 1 1 34
1248 3 2 1 1 14 3 1 2 1 1 34
1248 4 2 1 1 3 3 1 2 1 1 34
1249 2 2 1 1 34 2 2 1 1 2 47
1249 3 2 1 2 5 3 2 1 1 2 47
1250 2 2 2 1 23 3 1 2 2 1 44
1251 2 2 4 1 49 2 1 1 4 1 51
1251 3 1 4 1 9 3 1 1 4 1 51
1252 2 2 6 1 64 2 1 1 6 1 69
1252 3 1 6 1 33 3 1 1 6 1 69
1253 2 1 2 1 72 2 2 2 2 1 68
1253 3 2 2 1 10 9 2 2 2 1 68
1253 4 2 2 1 47 10 2 2 2 1 68
1254 2 2 1 1 34 2 1 1 1 1 34
1254 3 1 1 1 1 3 1 1 1 1 34
1255 2 2 1 1 26 2 2 1 1 3 29
1255 3 2 1 3 6 3 2 1 1 3 29
1255 4 2 1 3 5 3 2 1 1 3 29
1256 2 1 7 5 57 2 1 2 7 5 61
1257 2 2 1 1 24 11 1 1 1 1 29
1258 2 1 1 1 11 3 1 2 1 1 30
1258 3 2 1 1 1 3 1 2 1 1 30
1258 4 1 1 1 34 11 1 2 1 1 30
1259 2 1 1 1 8 3 1 2 1 1 29
1259 3 1 1 1 6 3 1 2 1 1 29
1260 2 2 1 1 48 2 1 1 1 1 53
1260 3 2 1 1 14 3 1 1 1 1 53
1260 4 1 1 1 12 3 1 1 1 1 53
1261 2 2 1 2 5 3 2 2 1 2 32
1262 2 1 1 1 42 2 1 2 1 1 40
1262 3 2 1 1 16 3 1 2 1 1 40
1262 4 1 1 1 14 3 1 2 1 1 40
1262 5 1 1 1 14 3 1 2 1 1 40
1263 2 1 1 1 68 2 1 2 1 1 67
1264 2 2 1 2 42 2 2 1 1 2 43
1265 2 2 1 1 45 2 1 1 1 1 49
1265 3 1 1 1 22 3 1 1 1 1 49
1266 2 2 1 1 35 2 2 1 6 1 33
1266 3 1 6 1 3 3 2 1 6 1 33
1267 2 2 1 1 62 2 1 1 1 1 66
1268 2 2 7 2 18 3 2 2 8 1 38
1268 3 1 7 2 13 3 2 2 8 1 38
1268 4 1 7 2 18 11 2 2 8 1 38
1269 2 2 1 1 56 2 1 1 1 1 57
1270 2 1 1 1 40 2 1 2 1 1 41
1271 2 2 2 1 25 3 1 2 2 1 55
1271 3 1 2 1 24 7 1 2 2 1 55
1271 4 2 2 1 22 10 1 2 2 1 55
1271 5 2 2 1 9 10 1 2 2 1 55
1271 6 2 2 1 7 10 1 2 2 1 55
1272 2 2 1 1 37 2 1 1 1 1 38
1272 3 1 1 1 14 3 1 1 1 1 38
1272 4 2 1 1 10 3 1 1 1 1 38
1273 2 1 1 1 51 2 1 2 1 2 46
1273 3 2 1 2 24 3 1 2 1 2 46
1273 4 1 1 2 17 3 1 2 1 2 46
1274 2 2 1 1 86 2 1 1 1 1 87
1275 2 1 2 4 84 2 1 2 2 4 85
1276 2 2 1 1 59 2 1 1 1 1 58
1277 2 2 1 1 30 3 1 2 1 1 55
1277 3 1 1 1 28 3 1 2 1 1 55
1277 4 1 1 1 31 4 1 2 1 1 55
1277 5 1 1 1 46 11 1 2 1 1 55
1278 2 2 1 1 59 2 1 1 1 1 51
1279 2 2 1 1 7 3 2 2 1 1 29
1279 3 1 1 1 24 11 2 2 1 1 29
1280 2 1 1 1 74 2 1 2 1 1 72
1281 2 2 1 1 33 2 2 1 6 1 32
1282 2 2 1 1 51 2 1 1 1 1 58
1282 3 1 1 1 21 3 1 1 1 1 58
1282 4 1 1 1 95 6 1 1 1 1 58
1283 2 1 1 2 37 2 1 2 1 1 40
1283 3 1 1 2 19 3 1 2 1 1 40
1283 4 1 1 2 16 3 1 2 1 1 40
1284 2 2 1 1 45 2 1 1 8 1 43
1284 3 2 8 1 21 3 1 1 8 1 43
1284 4 1 8 1 20 3 1 1 8 1 43
1285 2 1 1 1 94 2 1 2 1 1 94
1286 2 2 1 1 46 3 1 2 1 1 72
1287 2 2 1 1 53 2 1 1 1 1 51
1287 3 1 1 1 19 3 1 1 1 1 51
1287 4 2 1 1 16 3 1 1 1 1 51
1288 2 1 1 1 46 2 1 2 1 1 48
1288 3 2 1 1 15 3 1 2 1 1 48
1288 4 2 1 1 13 3 1 2 1 1 48
1288 5 2 1 1 10 3 1 2 1 1 48
1289 2 1 1 1 36 2 1 2 1 1 37
1289 3 2 1 1 7 3 1 2 1 1 37
1289 4 1 1 1 5 3 1 2 1 1 37
1290 2 2 1 2 38 7 2 1 1 2 44
1291 2 2 1 1 56 2 1 1 1 1 67
1292 2 2 1 1 61 2 1 1 8 1 57
1293 2 1 2 1 13 3 2 2 2 1 36
1293 3 1 2 1 4 3 2 2 2 1 36
1294 2 2 1 1 82 2 1 1 1 1 82
1295 2 2 1 1 82 2 2 1 1 1 85
1296 2 1 1 1 48 2 1 2 1 1 42
1296 3 2 1 1 14 3 1 2 1 1 42
1296 4 1 1 1 12 3 1 2 1 1 42
1296 5 1 1 1 10 3 1 2 1 1 42
1297 2 1 1 1 71 11 1 1 1 1 41
1298 2 2 1 1 46 2 1 1 1 1 46
1298 3 2 1 1 10 3 1 1 1 1 46
1299 2 2 1 1 41 2 2 1 1 1 40
1299 3 1 1 1 13 3 2 1 1 1 40
1299 4 2 1 1 11 3 2 1 1 1 40
1300 2 1 1 1 61 2 1 2 1 1 63
1301 2 2 1 1 63 2 1 1 1 1 57
1302 2 1 1 1 58 2 1 2 1 1 59
1303 2 2 1 1 62 2 1 1 1 1 64
1304 2 2 1 1 94 5 1 2 1 1 60
1305 2 2 1 2 38 2 2 1 1 2 39
1305 3 2 1 2 15 3 2 1 1 2 39
1305 4 2 1 2 13 3 2 1 1 2 39
1306 2 2 1 1 77 2 1 1 1 1 75
1306 3 1 1 1 46 3 1 1 1 1 75
1307 2 1 1 1 65 2 1 2 1 1 65
1308 2 2 1 1 27 11 1 2 1 1 29
1309 2 2 1 1 48 2 1 1 1 1 50
1309 3 2 1 1 18 3 1 1 1 1 50
1309 4 1 1 1 13 3 1 1 1 1 50
1309 5 1 1 1 10 3 1 1 1 1 50
1310 2 2 8 1 7 3 2 1 2 1 46
1311 2 2 1 1 14 3 2 1 1 1 45
1312 2 1 1 1 55 2 1 2 1 1 56
1312 3 1 1 1 23 3 1 2 1 1 56
1312 4 1 1 1 21 3 1 2 1 1 56
1313 2 1 1 1 56 2 1 2 1 1 56
1314 2 1 1 2 55 2 2 2 1 2 48
1314 3 2 1 2 20 3 2 2 1 2 48
1315 2 1 1 1 57 2 1 2 1 1 49
1315 3 1 1 1 21 3 1 2 1 1 49
1315 4 1 1 1 11 3 1 2 1 1 49
1315 5 2 1 1 50 10 1 2 1 1 49
1316 2 1 1 1 85 2 1 2 3 1 79
1317 2 1 7 2 28 3 2 2 7 2 50
1317 3 2 7 2 27 3 2 2 7 2 50
1317 4 2 7 2 26 3 2 2 7 2 50
1317 5 1 7 2 24 3 2 2 7 2 50
1318 2 1 1 1 46 2 1 2 1 1 36
1318 3 1 1 1 18 3 1 2 1 1 36
1318 4 1 1 1 13 3 1 2 1 1 36
1318 5 1 1 1 10 3 1 2 1 1 36
1318 6 2 1 1 9 3 1 2 1 1 36
1319 2 1 1 1 32 2 2 2 1 5 35
1320 2 1 2 1 43 2 1 2 2 1 43
1320 3 1 2 1 27 3 1 2 2 1 43
1320 4 2 2 1 19 3 1 2 2 1 43
1321 2 1 2 1 60 3 1 2 2 1 85
1321 3 1 2 1 34 9 1 2 2 1 85
1322 2 1 1 1 69 2 1 2 1 1 73
1323 2 2 1 1 58 2 1 1 3 1 61
1324 2 2 1 1 54 2 1 1 6 1 66
1325 2 1 1 1 37 2 2 2 1 3 30
1325 3 1 1 1 5 3 2 2 1 3 30
1325 4 1 1 1 5 3 2 2 1 3 30
1326 2 2 7 5 44 7 1 1 7 5 46
1327 2 2 2 1 17 3 1 1 2 1 35
1327 3 1 2 1 14 3 1 1 2 1 35
1327 4 1 2 1 10 3 1 1 2 1 35
1328 2 2 1 1 71 2 1 1 1 1 77
1329 2 1 1 1 29 3 1 2 1 1 52
1330 2 1 8 1 30 2 1 2 1 1 30
1331 2 1 4 1 47 12 1 1 6 1 51
1331 3 2 6 1 36 12 1 1 6 1 51
1332 2 1 1 2 24 3 2 1 1 2 48
1332 3 2 1 2 79 5 2 1 1 2 48
1333 2 2 1 1 32 2 1 1 1 1 37
1333 3 2 1 1 8 3 1 1 1 1 37
1333 4 2 1 1 5 3 1 1 1 1 37
1333 5 1 1 1 14 3 1 1 1 1 37
1334 2 2 8 2 19 3 1 2 1 1 53
1334 3 1 8 2 53 11 1 2 1 1 53
1335 2 2 1 1 62 2 1 1 1 1 62
1336 2 2 1 1 66 2 1 1 1 1 70
1337 2 1 2 1 43 3 1 2 2 1 81
1337 3 2 2 1 41 3 1 2 2 1 81
1338 2 2 2 1 10 3 1 2 2 1 29
1339 2 2 1 1 90 5 1 2 1 1 65
1340 2 2 1 2 48 2 1 1 1 2 48
1340 3 1 1 2 15 3 1 1 1 2 48
1340 4 2 1 2 12 3 1 1 1 2 48
1340 5 1 1 2 10 3 1 1 1 2 48
1341 2 2 1 1 70 2 1 1 1 1 67
1342 2 2 6 1 35 2 2 1 6 1 40
1342 3 2 6 1 7 3 2 1 6 1 40
1342 4 1 6 1 1 3 2 1 6 1 40
1343 2 1 1 1 50 11 2 2 1 1 66
1344 2 2 1 1 83 2 1 1 1 1 81
1345 2 2 1 1 31 2 1 1 1 1 36
1346 2 2 1 1 5 3 2 1 1 1 28
1346 3 2 1 1 24 10 2 1 1 1 28
1346 4 2 1 1 4 10 2 1 1 1 28
1346 5 2 1 1 26 11 2 1 1 1 28
1347 2 1 1 1 59 2 1 2 1 1 56
1348 2 1 1 1 14 3 1 2 1 1 42
1348 3 1 1 1 12 3 1 2 1 1 42
1348 4 2 1 1 4 3 1 2 1 1 42
1348 5 1 1 1 35 11 1 2 1 1 42
1349 2 1 1 5 28 2 2 2 2 5 37
1349 3 1 8 5 14 3 2 2 2 5 37
1349 4 1 2 5 13 3 2 2 2 5 37
1350 2 1 1 1 32 2 1 2 1 1 37
1351 2 2 1 1 33 2 1 1 1 1 46
1351 3 1 1 1 4 3 1 1 1 1 46
1351 4 1 1 1 1 3 1 1 1 1 46
1352 2 2 1 2 54 2 1 1 1 2 57
1353 2 2 2 1 48 2 1 1 2 1 49
1353 3 2 2 1 22 3 1 1 2 1 49
1353 4 2 2 1 2 9 1 1 2 1 49
1354 2 2 1 1 69 2 1 1 1 1 69
1355 2 2 8 1 15 3 1 2 1 1 49
1356 2 1 2 2 10 9 1 2 2 1 67
1357 2 2 1 1 24 3 1 2 1 1 61
1358 2 2 1 1 50 2 1 1 1 2 57
1358 3 1 1 2 23 3 1 1 1 2 57
1358 4 2 1 2 19 3 1 1 1 2 57
1358 5 1 1 2 16 3 1 1 1 2 57
1359 2 2 1 1 44 3 1 2 1 1 73
1359 3 2 1 1 34 3 1 2 1 1 73
1359 4 2 1 1 27 9 1 2 1 1 73
1359 5 1 1 1 26 9 1 2 1 1 73
1359 6 1 1 1 24 9 1 2 1 1 73
1360 2 2 1 1 30 2 2 1 1 1 28
1360 3 1 1 1 9 3 2 1 1 1 28
1360 4 2 1 1 7 3 2 1 1 1 28
1360 5 1 1 1 5 3 2 1 1 1 28
1361 2 2 1 2 35 11 1 1 1 2 51
1361 3 1 1 3 17 12 1 1 1 2 51
1361 4 1 1 3 13 12 1 1 1 2 51
1361 5 2 1 3 9 12 1 1 1 2 51
1361 6 1 1 3 7 12 1 1 1 2 51
1362 2 2 1 1 65 2 1 1 1 1 68
1363 2 2 7 5 33 2 2 1 7 2 39
1363 3 2 7 2 12 3 2 1 7 2 39
1363 4 1 7 2 9 3 2 1 7 2 39
1364 2 1 1 1 58 2 2 2 1 1 53
1365 2 2 1 1 28 2 1 1 1 1 27
1366 2 1 2 1 28 11 2 2 1 1 27
1367 2 2 1 1 32 2 1 1 1 1 35
1367 3 2 1 1 5 3 1 1 1 1 35
1367 4 1 1 1 2 3 1 1 1 1 35
1367 5 1 1 1 1 3 1 1 1 1 35
1368 2 2 1 1 57 2 1 1 1 1 60
1369 2 1 1 1 25 2 2 2 1 1 25
1370 2 2 1 1 14 3 2 2 1 1 34
1370 3 1 1 1 8 3 2 2 1 1 34
1371 2 1 7 2 34 3 2 1 7 2 53
1371 3 2 7 2 83 5 2 1 7 2 53
1371 4 1 7 2 5 9 2 1 7 2 53
1371 5 1 7 2 57 10 2 1 7 2 53
1371 6 2 7 2 53 10 2 1 7 2 53
1372 2 2 2 1 17 3 2 2 2 1 35
1372 3 2 2 1 6 3 2 2 2 1 35
1372 4 1 2 1 5 3 2 2 2 1 35
1373 2 2 1 2 63 2 2 1 1 2 64
1374 2 2 1 1 57 2 1 1 1 1 61
1374 3 1 1 1 32 4 1 1 1 1 61
1375 2 1 1 1 65 2 1 2 1 1 64
1376 2 2 1 1 30 2 1 1 1 1 30
1376 3 2 1 1 6 3 1 1 1 1 30
1377 2 1 1 1 75 5 1 1 1 1 43
1377 3 2 1 1 72 5 1 1 1 1 43
1378 2 1 8 2 23 3 1 2 1 2 55
1378 3 2 1 2 82 5 1 2 1 2 55
1379 2 1 1 1 46 2 1 2 1 1 49
1379 3 2 1 1 18 3 1 2 1 1 49
1379 4 1 1 1 14 3 1 2 1 1 49
1380 2 1 1 1 31 2 2 2 1 1 32
1380 3 1 1 2 4 3 2 2 1 1 32
1380 4 1 1 1 3 3 2 2 1 1 32
1381 2 1 1 1 61 11 1 2 1 1 62
1382 2 2 2 1 41 3 1 2 2 1 63
1382 3 2 2 1 17 9 1 2 2 1 63
1382 4 2 2 1 9 9 1 2 2 1 63
1382 5 1 2 1 5 9 1 2 2 1 63
1383 2 1 1 1 57 2 2 2 1 1 52
1384 2 2 1 1 85 11 1 1 1 1 86
1385 2 1 1 2 64 2 1 2 1 2 63
1386 2 2 6 1 39 2 2 1 6 1 51
1386 3 1 6 1 14 3 2 1 6 1 51
1386 4 2 6 1 1 3 2 1 6 1 51
1386 5 2 6 1 70 5 2 1 6 1 51
1387 2 1 1 1 49 3 1 2 1 1 69
1388 2 2 1 1 29 2 2 1 1 1 36
1389 2 1 1 1 39 11 1 1 1 1 48
1390 2 2 1 1 45 2 1 1 1 1 41
1391 2 2 1 1 37 2 1 1 1 1 38
1392 2 1 1 1 71 11 1 2 1 1 73
1393 2 2 1 1 47 2 1 1 1 1 44
1394 2 2 2 1 15 3 2 1 2 1 64
1394 3 1 2 1 14 3 2 1 2 1 64
1394 4 2 2 1 19 3 2 1 2 1 64
1394 5 2 2 1 4 9 2 1 2 1 64
1395 2 1 2 1 58 3 1 2 2 1 84
1395 3 1 2 1 48 12 1 2 2 1 84
1396 2 2 1 1 30 2 2 1 2 1 40
1397 2 2 1 1 79 2 2 1 1 1 84
1398 2 1 1 1 62 2 1 2 1 1 59
1398 3 2 1 1 32 3 1 2 1 1 59
1398 4 1 1 1 29 3 1 2 1 1 59
1398 5 1 1 1 31 4 1 2 1 1 59
1399 2 1 2 1 21 3 2 2 2 1 38
1399 3 1 2 1 19 3 2 2 2 1 38
1399 4 1 2 1 13 3 2 2 2 1 38
1399 5 1 2 1 13 3 2 2 2 1 38
1399 6 2 2 1 11 3 2 2 2 1 38
1400 2 2 1 1 48 3 1 2 1 1 84
1401 2 2 1 1 58 2 1 1 1 1 59
1402 2 2 1 1 48 7 1 2 1 1 41
1403 2 2 1 1 44 2 1 1 1 1 42
1403 3 1 1 1 12 3 1 1 1 1 42
1404 2 1 1 1 26 2 1 2 1 1 26
1404 3 1 1 1 2 3 1 2 1 1 26
1405 2 1 2 1 14 3 2 1 2 1 34
1406 2 2 1 3 33 11 1 1 1 3 35
1407 2 1 1 1 69 2 1 2 1 1 65
1408 2 2 1 1 56 2 1 1 1 1 62
1409 2 1 1 1 34 3 1 2 1 1 61
1410 2 2 1 1 56 2 1 1 1 1 61
1410 3 1 8 1 14 3 1 1 1 1 61
1411 2 2 1 1 76 2 1 1 1 1 79
1412 2 2 1 1 57 11 2 1 1 1 54
1413 2 2 2 1 44 2 1 1 2 1 39
1413 3 2 2 1 16 3 1 1 2 1 39
1414 2 2 1 1 16 3 1 2 1 1 42
1414 3 2 1 1 12 3 1 2 1 1 42
1415 2 2 8 1 35 2 1 1 9 1 36
1415 3 2 9 1 5 3 1 1 9 1 36
1415 4 1 9 1 2 3 1 1 9 1 36
1416 2 1 1 1 30 11 1 1 1 1 30
1417 2 2 1 1 39 2 1 1 1 1 46
1417 3 1 1 1 9 3 1 1 1 1 46
1418 2 2 2 1 45 7 1 1 2 1 44
1418 3 2 2 1 23 10 1 1 2 1 44
1418 4 1 2 1 17 10 1 1 2 1 44
1419 2 1 1 1 24 3 1 1 1 1 49
1419 3 2 1 1 23 12 1 1 1 1 49
1420 2 2 2 1 20 11 2 1 2 1 18
1421 2 2 1 1 56 2 2 1 1 1 55
1421 3 1 1 1 23 3 2 1 1 1 55
1422 2 1 1 1 53 2 1 2 1 1 52
1422 3 2 1 1 17 3 1 2 1 1 52
1423 2 1 1 1 63 2 1 2 1 1 59
1424 2 2 1 1 76 2 2 1 1 1 89
1425 2 2 1 1 48 2 1 1 1 1 42
1425 3 2 1 1 10 3 1 1 1 1 42
1426 2 2 8 1 51 11 2 1 1 1 54
1427 2 2 2 1 8 3 1 2 2 1 33
1428 2 1 1 1 82 2 1 2 1 1 77
1429 2 1 1 1 52 2 1 2 1 1 50
1429 3 2 1 1 18 3 1 2 1 1 50
1429 4 2 1 1 16 3 1 2 1 1 50
1430 2 1 7 5 17 3 2 1 7 5 45
1430 3 1 7 5 13 3 2 1 7 5 45
1430 4 2 7 5 32 11 2 1 7 5 45
1431 2 2 1 1 50 2 1 1 1 1 49
1431 3 2 1 1 18 3 1 1 1 1 49
1432 2 1 1 2 19 3 2 2 1 2 41
1433 2 2 4 1 59 2 2 1 4 1 63
1433 3 2 4 1 30 11 2 1 4 1 63
1434 2 2 1 1 63 2 1 1 1 1 67
1434 3 2 1 1 28 3 1 1 1 1 67
1435 2 1 1 1 24 3 1 1 1 1 65
1436 2 2 1 2 69 2 1 1 1 2 68
1436 3 2 1 2 46 3 1 1 1 2 68
1437 2 1 2 1 26 10 2 1 2 1 46
1437 3 1 2 1 32 11 2 1 2 1 46
1438 2 2 1 1 81 5 1 1 1 1 61
1439 2 2 1 1 66 2 1 1 1 1 62
1440 2 1 1 1 75 2 1 2 1 1 60
1441 2 1 1 2 9 3 2 2 1 1 46
1441 3 1 1 2 9 3 2 2 1 1 46
1442 2 2 1 1 86 2 2 1 1 1 89
1443 2 2 1 1 70 2 2 1 1 1 82
1444 2 1 2 1 12 3 2 2 2 1 36
1444 3 1 2 1 10 3 2 2 2 1 36
1444 4 1 2 1 6 3 2 2 2 1 36
1445 2 2 1 1 56 3 1 2 1 1 82
1446 2 2 1 1 55 2 1 1 1 1 55
1447 2 2 1 1 46 2 1 1 1 1 45
1447 3 1 1 1 17 3 1 1 1 1 45
1448 2 2 1 1 52 2 2 1 1 1 55
1448 3 2 1 1 24 3 2 1 1 1 55
1448 4 2 1 1 18 3 2 1 1 1 55
1449 2 2 1 1 45 2 1 1 1 1 46
1449 3 2 1 1 21 3 1 1 1 1 46
1449 4 2 1 1 9 3 1 1 1 1 46
1450 2 1 1 1 38 2 1 2 1 1 36
1450 3 1 1 1 8 3 1 2 1 1 36
1450 4 1 1 1 7 3 1 2 1 1 36
1450 5 2 1 1 4 3 1 2 1 1 36
1451 2 2 1 1 86 2 1 1 1 1 88
1452 2 2 1 5 73 2 1 1 1 5 76
1453 2 1 1 1 17 3 1 2 1 1 48
1453 3 1 1 1 8 3 1 2 1 1 48
1453 4 1 1 1 50 11 1 2 1 1 48
1454 2 2 1 1 56 2 1 1 1 1 54
1455 2 1 4 1 45 7 1 1 4 1 43
1455 3 2 4 1 67 5 1 1 4 1 43
1456 2 1 2 1 61 2 2 2 2 1 67
1456 3 1 2 1 46 3 2 2 2 1 67
1457 2 1 1 2 9 3 2 2 1 2 28
1457 3 2 1 2 6 3 2 2 1 2 28
1457 4 1 1 2 38 11 2 2 1 2 28
1458 2 2 1 1 69 2 1 1 1 1 71
1459 2 1 1 1 60 2 1 2 1 1 52
1460 2 2 1 2 67 2 1 1 8 2 71
1461 2 2 1 2 31 2 1 1 1 1 32
1461 3 2 1 2 9 3 1 1 1 1 32
1461 4 2 1 2 5 3 1 1 1 1 32
1462 2 2 1 1 40 2 1 1 1 1 46
1462 3 2 1 1 18 3 1 1 1 1 46
1462 4 1 1 1 12 3 1 1 1 1 46
1463 2 2 1 1 71 2 1 1 1 1 70
1464 2 2 1 1 19 2 2 1 1 2 21
1465 2 1 9 1 12 3 2 1 9 1 47
1465 3 1 9 1 1 3 2 1 9 1 47
1465 4 2 9 1 22 11 2 1 9 1 47
1466 2 2 8 2 63 2 1 1 8 2 68
1466 3 2 8 2 34 3 1 1 8 2 68
1466 4 1 8 2 32 9 1 1 8 2 68
1466 5 1 8 2 5 9 1 1 8 2 68
1467 2 2 1 1 42 2 1 1 1 1 44
1467 3 2 1 1 15 3 1 1 1 1 44
1468 2 2 1 2 51 2 1 1 1 2 62
1468 3 1 1 2 32 3 1 1 1 2 62
1468 4 2 1 2 30 3 1 1 1 2 62
1468 5 2 1 2 19 3 1 1 1 2 62
1469 2 1 1 1 45 3 1 2 1 1 70
1470 2 2 2 1 84 2 1 1 2 1 84
1470 3 2 2 1 59 12 1 1 2 1 84
1471 2 1 1 1 34 2 2 2 1 1 37
1472 2 1 1 1 35 2 1 2 1 1 35
1472 3 1 1 1 11 3 1 2 1 1 35
1472 4 2 1 1 6 3 1 2 1 1 35
1473 2 2 1 1 67 2 1 1 1 1 67
1474 2 2 1 1 66 2 1 1 1 1 70
1474 3 2 1 1 91 5 1 1 1 1 70
1475 2 1 1 1 61 2 1 2 1 1 59
1476 2 2 1 1 34 2 1 1 1 1 36
1476 3 2 1 1 6 3 1 1 1 1 36
1476 4 2 1 1 3 3 1 1 1 1 36
1477 2 2 1 1 41 2 1 1 1 1 42
1477 3 1 1 1 15 3 1 1 1 1 42
1477 4 1 1 1 13 3 1 1 1 1 42
1477 5 2 1 1 10 3 1 1 1 1 42
1477 6 1 1 1 7 3 1 1 1 1 42
1478 2 2 1 1 76 2 1 1 1 1 77
1479 2 2 1 1 42 2 1 1 1 1 43
1479 3 1 1 1 10 3 1 1 1 1 43
1479 4 1 1 1 8 3 1 1 1 1 43
1480 2 1 1 1 68 12 1 1 1 1 70
1481 2 2 1 2 55 2 1 1 1 5 60
1481 3 2 1 2 32 3 1 1 1 5 60
1482 2 2 7 2 41 2 1 1 1 1 42
1483 2 1 2 1 7 3 1 1 2 1 32
1484 2 1 3 1 46 2 1 2 1 1 45
1484 3 2 3 1 14 3 1 2 1 1 45
1484 4 2 3 1 13 3 1 2 1 1 45
1485 2 2 1 1 46 2 1 1 1 1 43
